start_time,stop_time
2020-06-19 07:37:19.000,2020-06-19 07:58:17.983
2020-06-09 08:04:01.000,2020-06-09 08:06:14.713
2020-06-10 06:22:11.000,2020-06-10 06:25:56.882
2020-06-05 05:14:45.000,2020-06-05 05:26:39.722
2020-06-28 18:58:58.000,2020-06-28 19:02:01.281
2020-06-15 14:33:19.000,2020-06-15 15:08:14.414
2020-06-15 13:16:50.000,2020-06-15 13:39:37.193
2020-06-25 06:18:43.000,2020-06-25 06:26:40.995
2020-06-29 09:55:04.000,2020-06-29 10:10:43.099
2020-06-12 11:36:19.000,2020-06-12 11:57:10.404
2020-06-12 17:25:00.000,2020-06-12 17:48:07.314
2020-06-01 15:28:20.000,2020-06-01 15:37:53.280
2020-06-23 03:35:43.000,2020-06-23 04:12:04.592
2020-06-02 21:37:10.000,2020-06-02 22:21:49.246
2020-06-12 04:47:38.000,2020-06-12 04:52:54.021
2020-06-19 20:58:08.000,2020-06-19 21:36:27.625
2020-06-28 00:44:56.000,2020-06-28 01:05:38.444
2020-06-16 01:35:32.000,2020-06-16 02:10:23.440
2020-06-10 05:51:53.000,2020-06-10 06:02:10.662
2020-06-05 17:25:36.000,2020-06-05 17:43:50.104
2020-06-07 04:23:54.000,2020-06-07 04:29:55.538
2020-06-20 15:23:12.000,2020-06-20 15:46:03.639
2020-06-20 02:08:11.000,2020-06-20 02:23:15.472
2020-06-13 10:31:27.000,2020-06-13 10:43:17.171
2020-06-21 07:52:12.000,2020-06-21 08:11:53.883
2020-06-12 19:50:15.000,2020-06-12 20:04:18.359
2020-06-04 10:03:54.000,2020-06-04 10:27:38.712
2020-06-09 16:45:00.000,2020-06-09 17:16:19.503
2020-06-30 19:09:00.000,2020-06-30 19:35:11.226
2020-06-29 19:17:18.000,2020-06-29 19:24:48.710
2020-06-02 18:59:42.000,2020-06-02 19:57:43.212
2020-06-28 02:50:59.000,2020-06-28 03:08:43.174
2020-06-11 18:29:29.000,2020-06-11 18:37:20.695
2020-06-19 22:16:50.000,2020-06-19 22:19:29.162
2020-06-22 18:21:22.000,2020-06-22 19:29:49.823
2020-06-14 00:00:43.000,2020-06-14 00:16:25.453
2020-06-23 03:54:11.000,2020-06-23 04:00:03.357
2020-06-04 01:50:53.000,2020-06-04 02:03:00.995
2020-06-03 19:34:51.000,2020-06-03 19:44:27.061
2020-06-27 22:05:54.000,2020-06-27 22:53:15.075
2020-06-10 03:52:06.000,2020-06-10 04:04:16.718
2020-06-30 17:43:54.000,2020-06-30 17:55:50.648
2020-06-21 11:01:06.000,2020-06-21 11:26:50.515
2020-06-25 16:34:43.000,2020-06-25 16:44:09.212
2020-06-18 00:15:40.000,2020-06-18 00:20:56.920
2020-06-09 03:53:15.000,2020-06-09 04:17:11.464
2020-06-03 21:47:47.000,2020-06-03 22:25:55.238
2020-06-13 01:20:16.000,2020-06-13 01:22:58.124
2020-06-16 11:51:21.000,2020-06-16 12:22:49.859
2020-06-06 03:41:18.000,2020-06-06 03:51:56.409
2020-06-02 11:33:07.000,2020-06-02 11:40:14.143
2020-06-10 03:00:49.000,2020-06-10 03:03:24.971
2020-06-03 16:19:20.000,2020-06-03 16:24:47.063
2020-06-02 18:49:07.000,2020-06-02 18:57:11.293
2020-06-01 01:48:51.000,2020-06-01 01:51:56.976
2020-06-16 16:19:03.000,2020-06-16 16:24:11.305
2020-06-28 18:29:15.000,2020-06-28 18:51:16.495
2020-06-13 14:23:19.000,2020-06-13 14:42:43.996
2020-06-18 20:53:36.000,2020-06-18 21:17:38.078
2020-06-27 13:41:39.000,2020-06-27 13:46:21.569
2020-06-02 22:34:56.000,2020-06-02 22:37:35.585
2020-06-06 23:03:54.000,2020-06-06 23:15:22.999
2020-06-24 16:45:42.000,2020-06-24 16:53:59.769
2020-06-12 16:43:12.000,2020-06-12 17:07:41.448
2020-06-27 13:32:00.000,2020-06-27 13:45:36.583
2020-06-05 06:00:53.000,2020-06-05 06:43:01.638
2020-06-12 03:16:40.000,2020-06-12 03:19:36.843
2020-06-08 12:49:30.000,2020-06-08 12:58:16.843
2020-06-07 08:33:49.000,2020-06-07 08:43:36.638
2020-06-20 09:03:33.000,2020-06-20 09:07:34.093
2020-06-06 05:42:43.000,2020-06-06 05:57:50.236
2020-06-26 03:49:41.000,2020-06-26 03:52:17.929
2020-06-06 16:32:44.000,2020-06-06 16:53:26.584
2020-06-03 11:32:06.000,2020-06-03 11:34:40.345
2020-06-10 16:17:35.000,2020-06-10 16:50:35.562
2020-06-22 16:46:16.000,2020-06-22 16:49:16.513
2020-06-15 09:43:54.000,2020-06-15 09:55:02.503
2020-06-14 10:36:00.000,2020-06-14 10:40:31.987
2020-06-05 05:48:53.000,2020-06-05 05:53:01.571
2020-06-17 16:33:46.000,2020-06-17 16:54:55.585
2020-06-10 22:33:22.000,2020-06-10 22:57:41.498
2020-06-29 23:57:03.000,2020-06-30 00:19:12.598
2020-06-13 22:21:59.000,2020-06-13 22:31:44.750
2020-06-23 18:48:00.000,2020-06-23 20:00:18.331
2020-06-21 14:11:21.000,2020-06-21 14:19:34.921
2020-06-20 05:04:33.000,2020-06-20 05:10:46.267
2020-06-26 07:23:43.000,2020-06-26 08:50:33.888
2020-06-09 05:05:17.000,2020-06-09 06:04:02.932
2020-06-21 18:09:06.000,2020-06-21 18:24:32.477
2020-06-22 22:33:26.000,2020-06-22 22:38:57.056
2020-06-10 09:24:07.000,2020-06-10 09:30:12.217
2020-06-03 21:42:22.000,2020-06-03 21:55:24.234
2020-06-09 12:11:20.000,2020-06-09 12:35:46.913
2020-06-22 00:31:18.000,2020-06-22 00:34:30.556
2020-06-30 22:10:47.000,2020-06-30 22:30:14.326
2020-06-30 14:09:14.000,2020-06-30 14:12:51.940
2020-06-26 00:26:22.000,2020-06-26 00:56:14.748
2020-06-22 19:23:13.000,2020-06-22 19:36:36.585
2020-06-18 18:17:36.000,2020-06-18 19:28:13.534
2020-06-25 23:50:58.000,2020-06-26 00:13:56.465
2020-06-22 11:07:04.000,2020-06-22 11:19:22.857
2020-06-26 04:23:27.000,2020-06-26 04:27:43.973
2020-06-13 23:35:56.000,2020-06-13 23:49:39.575
2020-06-25 20:30:14.000,2020-06-25 20:34:03.386
2020-06-17 00:41:49.000,2020-06-17 01:19:09.030
2020-06-29 05:34:08.000,2020-06-29 05:40:03.307
2020-06-06 14:20:49.000,2020-06-06 14:52:53.680
2020-06-27 13:40:34.000,2020-06-27 13:48:00.039
2020-06-19 19:24:15.000,2020-06-19 19:30:00.808
2020-06-02 15:48:05.000,2020-06-02 15:55:31.470
2020-06-23 04:49:44.000,2020-06-23 05:10:10.528
2020-06-25 23:35:05.000,2020-06-25 23:48:15.404
2020-06-05 05:01:28.000,2020-06-05 05:05:10.328
2020-06-02 16:47:54.000,2020-06-02 16:52:06.668
2020-06-03 11:05:30.000,2020-06-03 11:14:38.100
2020-06-15 08:31:34.000,2020-06-15 08:39:45.979
2020-06-06 13:26:45.000,2020-06-06 13:57:22.881
2020-06-10 14:35:03.000,2020-06-10 14:49:47.301
2020-06-30 14:21:53.000,2020-06-30 14:26:59.006
2020-06-16 16:08:28.000,2020-06-16 16:10:53.877
2020-06-11 01:46:16.000,2020-06-11 01:49:53.190
2020-06-07 18:29:38.000,2020-06-07 18:49:42.811
2020-06-12 10:27:13.000,2020-06-12 10:57:23.157
2020-06-07 00:27:07.000,2020-06-07 00:52:00.158
2020-06-27 07:08:15.000,2020-06-27 07:33:39.049
2020-06-21 09:05:22.000,2020-06-21 09:11:54.164
2020-06-08 10:52:13.000,2020-06-08 12:01:58.940
2020-06-19 12:54:45.000,2020-06-19 12:58:06.334
2020-06-17 17:23:25.000,2020-06-17 17:51:13.812
2020-06-14 09:27:15.000,2020-06-14 09:30:46.647
2020-06-05 15:54:20.000,2020-06-05 16:01:00.201
2020-06-23 19:55:33.000,2020-06-23 20:07:48.615
2020-06-20 13:31:45.000,2020-06-20 13:34:34.334
2020-06-11 09:34:37.000,2020-06-11 09:44:08.042
2020-06-28 10:29:19.000,2020-06-28 10:37:46.863
2020-06-25 22:13:52.000,2020-06-25 22:31:29.597
2020-06-11 23:45:25.000,2020-06-12 00:06:24.306
2020-06-20 22:18:14.000,2020-06-20 22:21:39.369
2020-06-09 08:29:28.000,2020-06-09 08:32:02.930
2020-06-22 17:08:56.000,2020-06-22 17:33:22.061
2020-06-08 01:56:26.000,2020-06-08 02:09:41.682
2020-06-04 12:38:27.000,2020-06-04 12:51:55.443
2020-06-07 06:28:22.000,2020-06-07 07:29:35.662
2020-06-29 17:22:28.000,2020-06-29 17:33:06.214
2020-06-04 21:46:46.000,2020-06-04 21:52:02.555
2020-06-09 21:39:15.000,2020-06-09 21:58:22.295
2020-06-27 10:28:27.000,2020-06-27 10:55:48.964
2020-06-11 07:40:41.000,2020-06-11 07:53:09.091
2020-06-23 18:02:56.000,2020-06-23 18:22:35.348
2020-06-01 04:54:20.000,2020-06-01 05:07:09.264
2020-06-24 10:09:38.000,2020-06-24 10:19:28.839
2020-06-05 14:33:44.000,2020-06-05 14:36:15.391
2020-06-26 08:41:40.000,2020-06-26 08:46:31.764
2020-06-05 21:00:31.000,2020-06-05 21:12:19.131
2020-06-01 09:15:51.000,2020-06-01 09:25:25.550
2020-06-30 09:33:50.000,2020-06-30 10:03:35.692
2020-06-25 03:50:44.000,2020-06-25 03:54:27.310
2020-06-01 20:44:34.000,2020-06-01 20:47:20.284
2020-06-25 16:36:33.000,2020-06-25 16:39:55.052
2020-06-29 20:06:06.000,2020-06-29 20:25:06.142
2020-06-29 09:11:19.000,2020-06-29 09:26:51.312
2020-06-29 11:46:35.000,2020-06-29 12:03:35.244
2020-06-05 05:23:03.000,2020-06-05 05:27:36.625
2020-06-22 23:30:44.000,2020-06-22 23:43:37.759
2020-06-17 03:45:43.000,2020-06-17 04:09:36.636
2020-06-01 18:53:03.000,2020-06-01 19:12:19.459
2020-06-02 11:02:44.000,2020-06-02 11:13:23.730
2020-06-05 10:49:31.000,2020-06-05 10:53:09.331
2020-06-04 04:15:57.000,2020-06-04 04:48:37.711
2020-06-25 06:22:10.000,2020-06-25 06:35:22.281
2020-06-23 15:38:44.000,2020-06-23 16:13:47.776
2020-06-09 01:32:11.000,2020-06-09 01:42:50.749
2020-06-08 13:17:13.000,2020-06-08 13:23:16.462
2020-06-10 21:12:54.000,2020-06-10 21:20:24.589
2020-06-22 07:10:21.000,2020-06-22 07:20:28.387
2020-06-09 00:13:16.000,2020-06-09 00:29:33.246
2020-06-19 22:40:12.000,2020-06-19 23:04:10.457
2020-06-13 00:23:49.000,2020-06-13 00:29:59.125
2020-06-19 18:39:28.000,2020-06-19 18:44:35.121
2020-06-26 02:07:32.000,2020-06-26 02:12:55.825
2020-06-01 14:32:20.000,2020-06-01 15:15:13.131
2020-06-14 15:09:58.000,2020-06-14 15:14:39.158
2020-06-13 12:44:06.000,2020-06-13 12:52:27.829
2020-06-12 09:18:06.000,2020-06-12 09:30:04.747
2020-06-24 16:09:11.000,2020-06-24 16:23:22.150
2020-06-24 18:58:41.000,2020-06-24 19:29:58.275
2020-06-05 17:21:32.000,2020-06-05 17:25:19.801
2020-06-01 05:04:22.000,2020-06-01 05:08:04.873
2020-06-14 07:43:05.000,2020-06-14 07:50:47.356
2020-06-27 18:42:54.000,2020-06-27 18:52:53.766
2020-06-30 03:39:13.000,2020-06-30 03:48:14.241
2020-06-13 13:09:23.000,2020-06-13 13:18:50.677
2020-06-19 20:13:15.000,2020-06-19 20:43:51.180
2020-06-20 06:44:43.000,2020-06-20 07:13:53.775
2020-06-18 22:02:53.000,2020-06-18 22:29:26.596
2020-06-26 15:05:29.000,2020-06-26 15:28:35.878
2020-06-27 11:53:36.000,2020-06-27 11:56:13.104
2020-06-06 15:43:14.000,2020-06-06 15:47:39.618
2020-06-05 00:28:48.000,2020-06-05 00:50:33.738
2020-06-26 09:34:04.000,2020-06-26 09:49:37.134
2020-06-25 18:55:13.000,2020-06-25 19:14:01.619
2020-06-08 16:50:30.000,2020-06-08 17:11:25.859
2020-06-13 12:39:15.000,2020-06-13 13:17:35.902
2020-06-03 22:45:45.000,2020-06-03 23:02:52.424
2020-06-05 17:50:32.000,2020-06-05 17:57:22.129
2020-06-20 07:32:53.000,2020-06-20 07:36:10.998
2020-06-26 15:14:27.000,2020-06-26 15:24:56.204
2020-06-19 04:08:33.000,2020-06-19 04:29:06.620
2020-06-26 10:27:09.000,2020-06-26 10:34:07.033
2020-06-22 04:43:42.000,2020-06-22 04:47:37.131
2020-06-10 01:44:03.000,2020-06-10 03:26:13.702
2020-06-20 17:32:13.000,2020-06-20 17:42:21.509
2020-06-21 04:23:45.000,2020-06-21 04:29:24.373
2020-06-30 13:39:18.000,2020-06-30 13:43:59.812
2020-06-17 20:16:26.000,2020-06-17 20:48:13.568
2020-06-19 18:10:18.000,2020-06-19 18:37:59.340
2020-06-13 18:10:15.000,2020-06-13 18:26:30.143
2020-06-15 12:01:14.000,2020-06-15 12:15:07.045
2020-06-01 03:31:09.000,2020-06-01 04:18:31.441
2020-06-05 00:17:33.000,2020-06-05 00:23:26.205
2020-06-27 00:48:29.000,2020-06-27 00:58:32.134
2020-06-25 14:32:19.000,2020-06-25 14:34:41.476
2020-06-03 13:34:52.000,2020-06-03 13:45:00.068
2020-06-04 07:29:55.000,2020-06-04 07:39:11.373
2020-06-09 11:27:30.000,2020-06-09 12:14:17.083
2020-06-09 04:33:42.000,2020-06-09 04:42:21.176
2020-06-24 04:35:19.000,2020-06-24 05:04:19.480
2020-06-26 15:37:55.000,2020-06-26 16:01:44.476
2020-06-17 23:22:16.000,2020-06-17 23:26:39.383
2020-06-05 12:35:58.000,2020-06-05 13:27:18.301
2020-06-25 11:31:37.000,2020-06-25 11:48:34.179
2020-06-09 14:58:59.000,2020-06-09 15:14:35.933
2020-06-29 15:03:51.000,2020-06-29 15:06:01.597
2020-06-03 22:09:25.000,2020-06-03 22:29:26.211
2020-06-09 19:05:50.000,2020-06-09 19:08:41.512
2020-06-27 01:40:51.000,2020-06-27 01:45:55.531
2020-06-09 15:57:24.000,2020-06-09 16:00:57.446
2020-06-18 05:08:42.000,2020-06-18 05:17:49.631
2020-06-26 03:40:38.000,2020-06-26 04:06:27.399
2020-06-20 14:46:19.000,2020-06-20 15:06:44.997
2020-06-05 15:38:58.000,2020-06-05 15:42:39.544
2020-06-03 02:20:14.000,2020-06-03 02:46:15.595
2020-06-07 20:25:44.000,2020-06-07 20:36:59.980
2020-06-26 06:40:36.000,2020-06-26 06:43:05.857
2020-06-26 20:35:01.000,2020-06-26 20:40:49.041
2020-06-10 07:42:16.000,2020-06-10 08:07:20.182
2020-06-29 07:20:24.000,2020-06-29 07:42:13.466
2020-06-18 17:56:05.000,2020-06-18 18:01:12.818
2020-06-14 23:55:32.000,2020-06-14 23:58:06.865
2020-06-23 00:11:48.000,2020-06-23 00:19:02.859
2020-06-20 15:13:58.000,2020-06-20 15:39:43.949
2020-06-27 22:52:52.000,2020-06-27 23:36:40.245
2020-06-01 09:52:51.000,2020-06-01 10:07:36.633
2020-06-10 21:44:39.000,2020-06-10 21:48:04.971
2020-06-01 21:19:12.000,2020-06-01 21:31:39.595
2020-06-06 07:49:20.000,2020-06-06 09:32:06.442
2020-06-27 16:49:15.000,2020-06-27 17:33:07.323
2020-06-21 05:31:14.000,2020-06-21 06:48:07.206
2020-06-28 00:23:11.000,2020-06-28 00:43:12.821
2020-06-03 18:26:25.000,2020-06-03 18:36:44.752
2020-06-01 20:10:49.000,2020-06-01 20:46:21.524
2020-06-01 11:21:50.000,2020-06-01 11:57:39.963
2020-06-28 14:18:08.000,2020-06-28 14:22:28.320
2020-06-15 13:42:42.000,2020-06-15 14:07:06.034
2020-06-11 02:45:53.000,2020-06-11 03:25:38.421
2020-06-20 00:19:27.000,2020-06-20 00:55:46.101
2020-06-12 03:29:11.000,2020-06-12 03:49:35.313
2020-06-04 03:48:50.000,2020-06-04 04:02:23.722
2020-06-11 09:00:29.000,2020-06-11 09:24:58.513
2020-06-06 16:01:00.000,2020-06-06 16:13:53.393
2020-06-16 08:25:31.000,2020-06-16 08:33:19.731
2020-06-19 03:57:09.000,2020-06-19 04:03:38.704
2020-06-16 17:58:44.000,2020-06-16 18:12:24.162
2020-06-06 06:04:10.000,2020-06-06 06:15:17.850
2020-06-26 09:26:41.000,2020-06-26 09:39:50.040
2020-06-28 10:06:39.000,2020-06-28 10:13:10.842
2020-06-14 19:43:35.000,2020-06-14 19:58:58.719
2020-06-15 16:14:29.000,2020-06-15 16:32:45.436
2020-06-22 04:09:01.000,2020-06-22 04:35:40.854
2020-06-24 20:10:38.000,2020-06-24 20:26:00.410
2020-06-08 11:50:04.000,2020-06-08 12:13:13.789
2020-06-30 18:49:04.000,2020-06-30 18:53:51.030
2020-06-08 14:40:20.000,2020-06-08 14:44:16.137
2020-06-09 06:15:29.000,2020-06-09 06:20:27.212
2020-06-25 11:13:05.000,2020-06-25 11:43:10.273
2020-06-02 08:00:56.000,2020-06-02 08:15:07.041
2020-06-13 04:14:34.000,2020-06-13 04:25:40.793
2020-06-17 15:01:00.000,2020-06-17 15:24:32.539
2020-06-03 06:33:02.000,2020-06-03 06:37:01.230
2020-06-12 03:50:33.000,2020-06-12 03:52:38.604
2020-06-25 09:27:50.000,2020-06-25 09:35:25.216
2020-06-09 11:43:17.000,2020-06-09 11:49:34.588
2020-06-03 16:04:44.000,2020-06-03 16:12:14.482
2020-06-25 06:32:00.000,2020-06-25 07:28:29.907
2020-06-08 00:15:26.000,2020-06-08 00:30:00.867
2020-06-09 17:33:01.000,2020-06-09 17:48:21.490
2020-06-30 02:51:53.000,2020-06-30 03:09:52.537
2020-06-29 20:41:53.000,2020-06-29 20:51:29.337
2020-06-15 14:09:14.000,2020-06-15 15:09:09.877
2020-06-10 02:07:34.000,2020-06-10 03:03:53.483
2020-06-30 11:25:34.000,2020-06-30 11:49:33.760
2020-06-28 04:56:34.000,2020-06-28 05:02:08.079
2020-06-09 03:01:21.000,2020-06-09 03:35:10.714
2020-06-19 01:06:38.000,2020-06-19 01:10:13.744
2020-06-14 09:06:15.000,2020-06-14 09:23:09.571
2020-06-07 04:18:50.000,2020-06-07 04:29:59.938
2020-06-29 06:31:11.000,2020-06-29 06:33:47.004
2020-06-27 15:06:35.000,2020-06-27 15:43:43.195
2020-06-23 17:40:20.000,2020-06-23 18:31:01.919
2020-06-24 03:22:59.000,2020-06-24 04:00:40.466
2020-06-02 09:18:57.000,2020-06-02 09:24:09.393
2020-06-30 18:27:14.000,2020-06-30 18:35:18.444
2020-06-19 08:43:20.000,2020-06-19 09:32:05.763
2020-06-13 15:00:57.000,2020-06-13 15:04:38.271
2020-06-14 01:18:47.000,2020-06-14 01:33:54.860
2020-06-14 04:15:08.000,2020-06-14 04:27:06.143
2020-06-30 02:31:20.000,2020-06-30 02:35:48.279
2020-06-21 05:10:04.000,2020-06-21 05:44:42.971
2020-06-29 19:45:26.000,2020-06-29 19:49:35.643
2020-06-26 09:16:11.000,2020-06-26 09:31:39.400
2020-06-23 15:32:15.000,2020-06-23 15:39:59.691
2020-06-12 03:05:01.000,2020-06-12 03:15:08.127
2020-06-30 04:29:56.000,2020-06-30 04:35:29.700
2020-06-15 08:01:10.000,2020-06-15 08:17:51.952
2020-06-14 23:02:18.000,2020-06-15 00:11:30.865
2020-06-21 22:49:33.000,2020-06-21 23:18:26.716
2020-06-04 13:58:15.000,2020-06-04 14:17:29.552
2020-06-12 03:36:00.000,2020-06-12 03:59:10.935
2020-06-29 18:05:46.000,2020-06-29 18:35:11.319
2020-06-24 03:57:46.000,2020-06-24 04:09:21.726
2020-06-18 13:18:10.000,2020-06-18 13:32:43.407
2020-06-11 12:09:09.000,2020-06-11 12:45:01.562
2020-06-21 00:20:22.000,2020-06-21 00:40:13.498
2020-06-26 22:06:55.000,2020-06-26 22:11:06.588
2020-06-28 14:51:35.000,2020-06-28 15:16:15.817
2020-06-07 05:14:00.000,2020-06-07 05:16:20.671
2020-06-05 18:34:58.000,2020-06-05 19:05:10.690
2020-06-23 06:10:03.000,2020-06-23 06:35:20.323
2020-06-20 08:46:55.000,2020-06-20 09:15:33.719
2020-06-09 05:08:34.000,2020-06-09 05:10:55.487
2020-06-01 00:28:42.000,2020-06-01 01:24:34.539
2020-06-05 23:27:16.000,2020-06-05 23:43:33.034
2020-06-24 12:47:47.000,2020-06-24 13:13:55.711
2020-06-24 18:20:22.000,2020-06-24 18:34:54.399
2020-06-07 20:01:47.000,2020-06-07 20:10:00.622
2020-06-10 00:48:54.000,2020-06-10 00:56:10.068
2020-06-05 18:20:10.000,2020-06-05 18:23:15.249
2020-06-24 07:06:25.000,2020-06-24 07:20:08.809
2020-06-30 03:07:17.000,2020-06-30 03:11:36.504
2020-06-25 08:04:04.000,2020-06-25 08:18:38.391
2020-06-30 00:26:35.000,2020-06-30 00:43:17.545
2020-06-26 14:51:51.000,2020-06-26 15:02:36.186
2020-06-02 20:02:44.000,2020-06-02 20:07:16.988
2020-06-27 14:47:49.000,2020-06-27 14:58:19.192
2020-06-21 04:21:58.000,2020-06-21 04:55:36.331
2020-06-11 20:56:07.000,2020-06-11 21:07:18.319
2020-06-07 00:48:43.000,2020-06-07 00:57:00.693
2020-06-27 15:19:39.000,2020-06-27 15:36:33.253
2020-06-04 08:54:40.000,2020-06-04 09:11:08.135
2020-06-19 00:01:22.000,2020-06-19 00:04:47.489
2020-06-26 03:32:24.000,2020-06-26 03:38:26.846
2020-06-05 13:25:31.000,2020-06-05 13:37:44.816
2020-06-10 19:09:18.000,2020-06-10 19:18:08.605
2020-06-30 10:09:20.000,2020-06-30 10:17:07.039
2020-06-03 19:14:30.000,2020-06-03 19:25:21.066
2020-06-22 08:11:42.000,2020-06-22 08:18:50.639
2020-06-20 04:16:18.000,2020-06-20 04:24:42.210
2020-06-07 08:34:07.000,2020-06-07 08:58:24.025
2020-06-29 22:41:23.000,2020-06-29 22:54:05.439
2020-06-18 13:13:25.000,2020-06-18 13:46:21.190
2020-06-15 06:33:18.000,2020-06-15 07:19:48.609
2020-06-12 11:58:03.000,2020-06-12 12:38:19.834
2020-06-02 22:44:40.000,2020-06-02 22:51:03.378
2020-06-26 19:26:47.000,2020-06-26 19:38:23.304
2020-06-12 19:18:45.000,2020-06-12 19:32:14.247
2020-06-15 21:44:33.000,2020-06-15 22:15:13.649
2020-06-06 11:09:19.000,2020-06-06 11:23:35.881
2020-06-04 05:04:20.000,2020-06-04 05:10:42.178
2020-06-25 01:15:40.000,2020-06-25 01:29:33.748
2020-06-12 15:57:58.000,2020-06-12 16:00:38.765
2020-06-18 18:15:35.000,2020-06-18 18:44:31.935
2020-06-17 11:39:32.000,2020-06-17 11:54:03.238
2020-06-06 15:19:14.000,2020-06-06 15:37:03.266
2020-06-18 11:22:38.000,2020-06-18 11:27:59.886
2020-06-20 14:20:21.000,2020-06-20 14:34:36.074
2020-06-26 11:48:36.000,2020-06-26 12:01:56.740
2020-06-13 01:06:15.000,2020-06-13 01:22:44.951
2020-06-16 04:54:16.000,2020-06-16 05:24:28.059
2020-06-09 15:13:31.000,2020-06-09 15:37:12.586
2020-06-12 20:41:23.000,2020-06-12 20:55:15.427
2020-06-16 09:50:27.000,2020-06-16 10:26:01.830
2020-06-23 00:19:03.000,2020-06-23 00:27:42.436
2020-06-13 15:05:12.000,2020-06-13 15:17:22.522
2020-06-29 15:47:48.000,2020-06-29 16:05:31.385
2020-06-16 08:02:45.000,2020-06-16 08:13:28.069
2020-06-19 01:47:16.000,2020-06-19 01:55:59.654
2020-06-17 11:24:20.000,2020-06-17 11:28:07.304
2020-06-01 08:58:06.000,2020-06-01 09:15:15.292
2020-06-12 15:05:33.000,2020-06-12 15:10:45.549
2020-06-27 04:28:47.000,2020-06-27 04:33:00.916
2020-06-21 17:23:29.000,2020-06-21 17:28:29.971
2020-06-27 06:21:13.000,2020-06-27 06:40:42.663
2020-06-04 23:17:25.000,2020-06-04 23:21:39.025
2020-06-17 02:01:46.000,2020-06-17 02:59:51.625
2020-06-26 01:54:38.000,2020-06-26 02:17:56.951
2020-06-05 09:08:06.000,2020-06-05 09:17:34.910
2020-06-15 03:35:09.000,2020-06-15 03:50:38.673
2020-06-03 04:56:26.000,2020-06-03 04:58:32.890
2020-06-06 09:30:04.000,2020-06-06 09:59:59.183
2020-06-29 17:35:41.000,2020-06-29 17:42:25.734
2020-06-28 08:27:36.000,2020-06-28 08:30:43.138
2020-06-04 11:49:06.000,2020-06-04 12:12:23.378
2020-06-18 19:05:13.000,2020-06-18 19:13:12.868
2020-06-20 20:15:00.000,2020-06-20 20:29:34.441
2020-06-22 07:08:19.000,2020-06-22 07:38:11.291
2020-06-19 22:13:19.000,2020-06-19 22:37:45.222
2020-06-18 00:58:31.000,2020-06-18 01:06:40.660
2020-06-26 00:11:56.000,2020-06-26 00:44:23.220
2020-06-14 15:10:33.000,2020-06-14 15:19:56.171
2020-06-26 14:37:49.000,2020-06-26 14:50:12.875
2020-06-20 10:03:15.000,2020-06-20 10:19:28.139
2020-06-12 08:54:39.000,2020-06-12 08:57:45.263
2020-06-18 08:30:06.000,2020-06-18 08:45:44.302
2020-06-25 03:52:23.000,2020-06-25 04:07:18.232
2020-06-28 13:46:10.000,2020-06-28 14:19:10.722
2020-06-06 23:38:23.000,2020-06-06 23:46:55.792
2020-06-13 07:52:16.000,2020-06-13 07:58:25.588
2020-06-15 03:32:02.000,2020-06-15 03:43:44.521
2020-06-20 15:13:00.000,2020-06-20 15:32:26.351
2020-06-27 05:46:02.000,2020-06-27 06:00:24.765
2020-06-16 13:55:11.000,2020-06-16 13:59:24.865
2020-06-11 01:58:50.000,2020-06-11 02:07:14.790
2020-06-17 11:43:20.000,2020-06-17 11:46:19.319
2020-06-14 12:10:16.000,2020-06-14 12:32:26.037
2020-06-24 01:08:36.000,2020-06-24 01:42:46.625
2020-06-30 06:05:01.000,2020-06-30 06:07:43.074
2020-06-09 11:24:35.000,2020-06-09 11:37:45.806
2020-06-13 22:47:47.000,2020-06-13 23:02:18.198
2020-06-25 20:04:43.000,2020-06-25 20:15:22.954
2020-06-22 20:23:50.000,2020-06-22 20:36:18.766
2020-06-22 17:21:14.000,2020-06-22 17:41:49.194
2020-06-21 16:35:31.000,2020-06-21 16:47:26.005
2020-06-23 08:36:39.000,2020-06-23 09:16:28.250
2020-06-21 23:37:08.000,2020-06-21 23:50:48.587
2020-06-24 12:28:42.000,2020-06-24 12:31:49.054
2020-06-15 12:16:23.000,2020-06-15 13:04:21.085
2020-06-24 18:23:10.000,2020-06-24 18:27:32.896
2020-06-05 15:38:51.000,2020-06-05 16:03:52.147
2020-06-12 15:10:37.000,2020-06-12 15:23:50.614
2020-06-06 04:45:18.000,2020-06-06 05:07:33.460
2020-06-14 07:25:30.000,2020-06-14 07:38:18.336
2020-06-17 04:48:52.000,2020-06-17 04:51:46.702
2020-06-28 18:39:36.000,2020-06-28 18:48:38.896
2020-06-05 11:02:31.000,2020-06-05 11:19:03.451
2020-06-01 16:26:19.000,2020-06-01 16:43:11.112
2020-06-11 06:07:25.000,2020-06-11 07:03:37.209
2020-06-04 11:55:14.000,2020-06-04 12:11:13.005
2020-06-24 14:28:36.000,2020-06-24 14:35:39.738
2020-06-01 01:18:38.000,2020-06-01 01:21:17.956
2020-06-30 03:17:59.000,2020-06-30 03:43:16.816
2020-06-12 01:37:02.000,2020-06-12 02:12:02.760
2020-06-29 04:24:25.000,2020-06-29 04:40:40.882
2020-06-26 21:55:50.000,2020-06-26 22:07:42.657
2020-06-10 02:18:51.000,2020-06-10 02:50:26.865
2020-06-07 06:23:47.000,2020-06-07 06:29:54.414
2020-06-16 04:05:05.000,2020-06-16 04:14:42.843
